product_name,wine_type,flavor,location,available_qty
"Вино Cabernet Sauvignon Oak Cask, Аргентина Trapiche 2018 0.75 л","Красное,  Полусухое",Каберне Совиньон,"Аргентина,  Мендоса",
"Вино Besini, Kindzmarauli 2018 0.75 л","Красное,  Полусладкое",Саперави,"Грузия,  Кахетия",
Вино Barkan Classic Cabernet Sauvignon 2014 0.75 л,"Красное,  Сухое",,,
Вино Duruji Valley Saperavi 2016 0.75 л,"Красное,  Сухое",,,
"Вино Rondone Syrah, Terre Siciliane 2018 0.75 л","Красное,  Сухое",Сира,"Италия,  Сицилия",
Вино Duruji Valley Mukuzani Kakheti 0.75 л,"Красное,  Сухое",,,
"Вино Vina Tendida Tinto Seco, Valencia DO 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Москатель","Испания,  Валенсия",
Вино Casillero del Diablo Carmenere Reserva 0.75 л,"Красное,  Сухое",Карменере,"Чили,  Центральная Долина,  Долина Маипо",
Вино Cavatina Bardolino DOC 0.75 л,"Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Бардолино",
"Вино Don Aurelio Barrica, Valdepenas DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Вальдепеньяс",
"Вино Giulio Straccali, Chianti DOCG 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Мерло","Италия,  Тоскана,  Кьянти",
Вино Alteno Bardolino DOC 0.75 л,"Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Бардолино",
"Вино False Bay, Old School Syrah 0.75 л","Красное,  Сухое",Сира,"ЮАР,  Прибрежный регион",
"Вино Fratelli Martini, Sant'Orsola Valpolicella DOC 0.75 л","Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Вальполичелла",
"Вино Bodegas Nekeas, Vega Sindoa Tempranillo 2017 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Наварра",
Вино Bellamia Barbera d'Asti DOCG 0.75 л,"Красное,  Сухое",Барбера,"Италия,  Пьемонт,  Асти",
"Вино Recital Merlot, Pays d'Oc 2017 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Baluarte Roble, Navarra DO 2019 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Наварра",
"Вино Santa Camila, Sol de Andes Merlot 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Feudi del Pisciotto, Baglio del Sole Merlot-Syrah, Sicilia IGT 2015 0.75 л","Красное,  Сухое","Мерло,  Сира","Италия,  Сицилия",
"Вино Luis Felipe Edwards, Gran Reserva Merlot 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Castellare di Castellina, Vignatorta, Chianti DOCG 2017 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Мальвазия Нера","Италия,  Тоскана,  Кьянти",
"Вино Finca La Estacada, Hello World! Petit Verdot 0.75 л","Красное,  Сухое",Пти Вердо,"Испания,  Кастилия Ла Манча",
Вино Le Petit Parisien Rouge Sec 0.75 л,"Красное,  Сухое","Мерло,  Сира,  Кариньяно,  Гренаш/Гарнача","Франция,  Лангедок-Руссийон",
"Вино Marques de Altillo Red, Rioja DOCa 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Montefiore Nero d'Avola, Sicilia IGT 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
Вино Cavatina Chianti DOCG 0.75 л,"Красное,  Сухое","Канайоло,  Санджовезе","Италия,  Тоскана,  Кьянти",
"Вино Cono Sur, Bicicleta Cabernet Sauvignon, Rapel Valley DO 2016 0.187 л","Красное,  Сухое","Красные сорта винограда,  Каберне Совиньон","Чили,  Центральная Долина,  Рапель",
"Вино KWV, Classic Collection Pinotage 0.75 л","Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Luis Felipe Edwards, Merlot 0.75 л","Красное,  Сухое","Аликанте,  Мерло","Чили,  Центральная Долина,  Кольчагуа",
Вино Iglesias de Chiloe Cabernet Sauvignon 2015 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина",
"Вино Garcia Carrion, Antano Tempranillo, Rioja DOC 0.187 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
"Вино Bodega San Gregorio, Tres Ojos Garnacha, Calatayud DO 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Арагон,  Калатаюд",
"Вино Aromo Merlot, Valle del Maule DO 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Castellani, Chianti Riserva DOCG 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Каберне Совиньон","Италия,  Тоскана",
"Вино Castillo de Madax Crianza, Jumilla DOP 0.75 л","Красное,  Сухое","Монастрель,  Каберне Совиньон","Испания,  Мурсия,  Хумилья",
"Вино Campo Viejо Tempranillo, Rioja DOC 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
Вино Bellamia Bardolino DOC 0.75 л,"Красное,  Сухое","Рондинелла,  Корвина","Италия,  Венето,  Бардолино",
"Вино Dourthe, Grands Terroirs Bordeaux Superieur 2016 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон,  Каберне Фран","Франция,  Бордо,  Бордо Сюпериёр",
"Вино Gran Castillo, Tempranillo, Utiel-Requena DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Валенсия,  Утель-Рекена",
"Вино Castelsina, Chianti DOCG 2018 0.75 л","Красное,  Сухое","Мерло,  Санджовезе","Италия,  Тоскана,  Кьянти",
"Вино Botter, Bardolino DOC 2018 0.75 л","Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Бардолино",
"Вино Redwood Vineyards, Cabernet Sauvignon 0.75 л","Красное,  Сухое","Красные сорта винограда,  Каберне Совиньон","США,  Калифорния,  Долина Напа",
"Вино Raices Crianza, Valdepenas DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Вальдепеньяс",
"Вино Chateau Marceau, Bordeaux AOC 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон,  Каберне Фран","Франция,  Бордо",
Вино 770 Miles Cabernet Sauvignon 0.75 л,"Красное,  Сухое",Каберне Совиньон,"США,  Калифорния",
"Вино Piccini, Chianti DOCG 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Чильеджоло","Италия,  Тоскана,  Кьянти",
"Вино Cosecheros y Criadores, Casa Solar Tinto Seco 0.75 л","Красное,  Сухое",Красные сорта винограда,"Испания,  Страна Басков",
Вино Абрау Каберне 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
"Вино Marques de Requena Crianza, Utiel-Requena DO 0.75 л","Красное,  Сухое","Темпранильо,  Каберне Совиньон","Испания,  Валенсия,  Утель-Рекена",
Вино Feliza Red Dry 0.75 л,"Красное,  Сухое","Гренаш/Гарнача,  Темпранильо,  Бобаль","Испания,  Ла Манча",
"Вино Principe di Corleone, Il Rosso, Terre Siciliane IGP 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон,  Неро д'Авола","Италия,  Сицилия",
"Вино Fassini, Chianti Classico DOCG 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Каберне Совиньон","Италия,  Тоскана,  Кьянти Классико",
"Вино Sangre de Toro, Catalunya DO 2018 0.75 л","Красное,  Сухое","Кариньяно,  Гренаш/Гарнача","Испания,  Каталония",
"Вино Vina Carta Vieja, G7 Cabernet Sauvignon 0.187 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Tenuta Rapitala, Syrah, Sicilia IGT 0.75 л","Красное,  Сухое",Сира,"Италия,  Сицилия",
"Вино Masi, Modello Corvina, Verona IGT 2018 0.75 л","Красное,  Сухое",Корвина,"Италия,  Венето,  Верона",
Вино Ducento Bardolino DOC 2014 0.75 л,"Красное,  Сухое","Рондинелла,  Корвина,  Молинара","Италия,  Венето,  Бардолино",
"Вино FDL, La Croix du Pin Cabernet Sauvignon, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Каберне Совиньон,"Франция,  Лангедок-Руссийон",
"Вино Cape Wine, The Nature Reserve Shiraz Grenache 2019 0.75 л","Красное,  Сухое","Шираз,  Гренаш/Гарнача","ЮАР,  Свартланд",
"Вино Agusti Torello Mata, Alma del Toro Tempranillo, Barrica 3 Oak Aged 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Каталония,  Пенедес",
"Вино Bodegas Ramon Bilbao, Crianza, Rioja DOC 2016 0.375 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха,  Риоха Альта",
"Вино Vivantis, La Sequia Garnacha, Navarra DO 2016 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Наварра",
"Вино Fattoria Zerbina, Sangiovese di Romagna Superiore Ceregio 2017 0.375 л","Красное,  Сухое",Санджовезе,"Италия,  Эмилия-Романья,  Санджовезе ди Романья",
Вино Castillo de Almansa Tinto DO 0.75 л,"Красное,  Сухое",Гарнача Тинторерра,"Испания,  Кастилия Ла Манча,  Альманса",
"Вино Chateau Jougrand, Saint Chinian AOP 2017 0.75 л","Красное,  Сухое","Гренаш/Гарнача,  Сира,  Кариньяно,  Мурведр","Франция,  Лангедок-Руссийон,  Сен-Шиньян",
"Вино Tenute Neirano, Tirteo Barbera d'Asti Superiore DOCG 0.75 л","Красное,  Сухое",Барбера,"Италия,  Пьемонт,  Асти",
"Вино Cari Lentozzi Sangiovese, Puglia IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Апулия,  Пулья",
"Вино Luis Felipe Edwards, Santa Luz Merlot 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Мауле",
Вино Deep Creek Pinotage 0.187 л,"Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
Вино Marquis de Croise Rouge Sec 0.75 л,"Красное,  Сухое",Красные сорта винограда,"Франция,  Долина Роны",
"Вино Tinajas Cabernet Sauvignon, Valle del Maule DO 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Artero Tempranillo, La Mancha DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Ла Манча",
"Вино Botter, San Andrea Rosso Dry 0.75 л","Красное,  Сухое",Красные сорта винограда,"Италия,  Венето,  Венеция",
"Вино Navarro Lopez, Cuatro Gatos Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Испания,  Ла Манча",
"Вино Фанагория, Авторское Вино Каберне-Саперави 0.187 л","Красное,  Сухое","Саперави,  Каберне Совиньон","Россия,  Краснодарский край",
"Вино Castellare di Castellina, Iris di Castellare, Toscana IGT 0.75 л","Красное,  Сухое","Канайоло,  Санджовезе,  Мальвазия Нера","Италия,  Тоскана,  Тоскана IGT",
Вино Massai Pinotage 0.75 л,"Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Botter, La Casada Nero d'Avola, Sicilia IGT 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
Вино Anadas de Oro Tempranillo 0.75 л,"Красное,  Сухое",Темпранильо,"Испания,  Ла Манча",
"Вино Baglio di Pianetto, Nero d'Avola Y, Sicilia IGT 0.375 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Castillo de Madax Grandes Anadas Monastrell-Cabernet Sauvignon, Jumilla DOP 0.75 л","Красное,  Сухое","Монастрель,  Каберне Совиньон","Испания,  Мурсия,  Хумилья",
"Вино Chateau Graveyres, Bordeaux Superieur АОC 2012 0.75 л","Красное,  Сухое","Мерло,  Каберне Совиньон","Франция,  Бордо,  Бордо Сюпериёр",
Вино Terra Vega Gran Reserva Malbec 0.75 л,"Красное,  Сухое",Мальбек,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Фанагория, Авторское Вино Каберне-Мерло 0.75 л","Красное,  Сухое","Мерло,  Каберне Фран","Россия,  Краснодарский край",
"Вино Costers del Sio, La Boscana Tinto, Costers del Segre DO 0.75 л","Красное,  Сухое","Сира,  Гренаш/Гарнача,  Темпранильо","Испания,  Каталония,  Костерс дель Сегре",
"Вино Feudi del Pisciotto, Baglio del Sole Merlot-Syrah, Sicilia IGT 2013 0.75 л","Красное,  Сухое","Сира,  Мерло","Италия,  Сицилия",
"Вино Casa Santos Lima, Cacada Real Tinto 0.75 л","Красное,  Сухое","Сира,  Аликанте,  Турига Насьональ,  Пти Вердо","Португалия,  Алентежу",
"Вино Il Faro Nero d'Avola, Sicilia IGT 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Decordi Sangiovese, Marche IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Марке",
"Вино Фанагория, Номерной Резерв Каберне 0.375 л","Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
Вино Васильковый цвет Мерло 0.75 л,"Красное,  Сухое",Мерло,"Россия,  Краснодарский край,  Крымск",
"Вино Castellani, Chianti DOCG 0.75 л","Красное,  Сухое","Санджовезе,  Красные сорта винограда,  Канайоло","Италия,  Тоскана,  Кьянти",
Вино La Cacciatora Primitivo Tarantino IGT 0.75 л,"Красное,  Сухое",Примитиво,"Италия,  Апулия,  Пулья",
"Вино Planeta, La Segreta Rosso 0.75 л","Красное,  Сухое","Сира,  Неро д'Авола,  Каберне Фран,  Мерло","Италия,  Сицилия,  Менфи",
Вино Fair Exchange Pinotage 2017 0.75 л,"Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Paul Jaboulet Aine, Parallele 45 Rouge, Cotes du Rhone 2014 0.375 л","Красное,  Сухое","Сира,  Гренаш/Гарнача","Франция,  Долина Роны,  Кот-дю-Рон",
"Вино Finca La Estacada, Ocho y Medio Tempranillo 2015 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Кастилия Ла Манча",
"Вино FDL, La Croix du Pin Merlot, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Chiantigiane, Santa Trinita Chianti Riserva DOCG 0.75 л","Красное,  Сухое","Санджовезе,  Красные сорта винограда","Италия,  Тоскана,  Кьянти",
Вино Leonardo Chianti DOCG 2017 0.75 л,"Красное,  Сухое","Санджовезе,  Красные сорта винограда,  Мерло","Италия,  Тоскана,  Кьянти",
"Вино Marchese Montefusco Nero d'Avola, Sicilia IGT 2014 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Campo Viejо Tempranillo, Rioja DOC 0.187 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
Вино Cape Creek Pinotage 1.5 л,"Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Cantine San Giorgio, Lattanzio, Negroamaro Salento IGP 2015 0.75 л","Красное,  Сухое",Негроамаро,"Италия,  Апулия,  Саленто",
"Вино La Fleur Amour Merlot Reserva, Pays d'Oc IGP 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
Вино TINI Sangiovese di Romagna DOC 2016 0.75 л,"Красное,  Сухое",Санджовезе,"Италия,  Эмилия-Романья,  Санджовезе ди Романья",
Вино Marchesini Red Dry 0.75 л,"Красное,  Сухое","Барбера,  Монтепульчано,  Негроамаро,  Санджовезе","Италия,  Эмилия-Романья",
"Вино Covinca, Vina Oria Reserva, Carinena DO 0.75 л","Красное,  Сухое","Темпранильо,  Гренаш/Гарнача","Испания,  Сарагоса,  Кариньена",
"Вино Torres, Santa Digna Gran Reserva Cabernet Sauvignon 2018 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Курико",
"Вино Castellani, Santa Lucia Toscana Rosso IGT 0.75 л","Красное,  Сухое","Санджовезе,  Каберне Совиньон","Италия,  Тоскана,  Тоскана IGT",
"Вино Cantine San Giorgio, Strabone Primitivo Salento IGP 2018 0.75 л","Красное,  Сухое",Примитиво,"Италия,  Апулия,  Саленто",
"Вино Familia Zuccardi, Fuzion Malbec 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса",
"Вино Bacalhoa, JP Azeitao Tinto 2018 0.75 л","Красное,  Сухое","Сира,  Арагонеш,  Каштелау","Португалия,  Алентежу,  Сетубал",
Вино Della Rocca Bardolino DOC 2016 0.75 л,"Красное,  Сухое","Корвина,  Молинара,  Рондинелла","Италия,  Венето,  Бардолино",
"Вино Villa Vittoria, Grande Amore Rosso, Puglia IGT 0.75 л","Красное,  Сухое","Негроамаро,  Монтепульчано","Италия,  Апулия,  Пулья",
"Вино Pampas del Sur, Vineyard's Expressions Malbec 0.75 л","Красное,  Сухое",Мальбек,"Аргентина,  Мендоса",
"Вино Vina Bujanda, Madurado, Rioja DOC 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Риоха",
Вино Sante Rive Bardolino DOC 2018 0.75 л,"Красное,  Сухое","Корвина,  Молинара,  Рондинелла","Италия,  Венето,  Бардолино",
"Вино Aromo Reserva Privada Carmenere, Valle del Maule DO 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Robertson Winery, Pinotage 2017 0.75 л","Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп,  Долина Робертсон",
Вино Sarmientos de Tarapaca Merlot 0.75 л,"Красное,  Сухое","Мерло,  Красные сорта винограда","Чили,  Центральная Долина,  Долина Маипо",
"Вино Marchese Montefusco Merlot, Sicilia IGT 2014 0.75 л","Красное,  Сухое",Мерло,"Италия,  Сицилия",
Вино Фанагория Номерной резерв Каберне 0.187 л,"Красное,  Сухое",Каберне Совиньон,"Россия,  Краснодарский край",
Вино Terra Vega Reserva Malbec 0.75 л,"Красное,  Сухое",Мальбек,"Чили,  Центральная Долина,  Кольчагуа",
"Вино J.Bouchon, Convento Viejo Merlot 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Мауле",
"Вино Garcia Carrion, Antano Reserva, Rioja DOC 0.75 л","Красное,  Сухое","Темпранильо,  Грасиано,  Масуэло,  Гренаш/Гарнача","Испания,  Риоха",
"Вино Fanagoria, F-Style Saperavi 2017 0.75 л","Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
Вино Casillero del Diablo Merlot Reserva 0.75 л,"Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Маипо",
"Вино Brancott Estate, Pinot Noir, Marlborough 0.75 л","Красное,  Сухое",Пино Нуар,"Новая Зеландия,  Мальборо",
"Вино Chateau L'Ermitage, Tradition Rouge 2013 0.75 л","Красное,  Сухое","Сира,  Мурведр,  Гренаш/Гарнача","Франция,  Долина Роны",
"Вино TINI Rosso, Terre Siciliane IGT 0.75 л","Красное,  Сухое",Красные сорта винограда,"Италия,  Сицилия",
"Вино Golubitskoe Estate, Merlot Reserve 2016 0.75 л","Красное,  Сухое",Мерло,"Россия,  Краснодарский край",
"Вино Beso de Vino Old Vine Garnacha, Carinena DO 0.75 л","Красное,  Сухое",Гренаш/Гарнача,"Испания,  Сарагоса,  Кариньена",
"Вино Feudi del Pisciotto, Baglio del Sole Merlot-Syrah, Sicilia IGT 2014 0.75 л","Красное,  Сухое","Сира,  Мерло","Италия,  Сицилия",
"Вино Vina Palomeras, Tempranillo, Navarra DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Наварра",
"Вино Casa Santos Lima, Lab Tinto 0.75 л","Красное,  Сухое","Сира,  Каштелау,  Тинта Рориз,  Турига Насьональ","Португалия,  Лиссабон",
"Вино Zonin, Chianti DOCG 0.75 л","Красное,  Сухое","Санджовезе,  Канайоло","Италия,  Тоскана,  Кьянти",
"Вино Poggio Ai Santi Sangiovese Dry, Puglia IGP 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Апулия,  Пулья",
"Вино Finca Bacara, Crazy Grapes Monastrell, Jumilla DOP 0.75 л","Красное,  Сухое",Монастрель,"Испания,  Мурсия,  Хумилья",
"Вино Villa Fassini Rosso, Toscana IGT 0.75 л","Красное,  Сухое","Санджовезе,  Канайоло","Италия,  Тоскана,  Тоскана IGT",
"Вино Luis Felipe Edwards, Shiraz 0.75 л","Красное,  Сухое","Каберне Совиньон,  Шираз,  Аликанте","Чили,  Центральная Долина,  Кольчагуа",
"Вино Santa Carolina, Estrellas Carmenere 2017 0.75 л","Красное,  Сухое",Карменере,"Чили,  Центральная Долина,  Долина Рапель",
"Вино Tarapaca, Reserva Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Маипо",
"Вино Decordi Negroamaro, Puglia IGT 0.75 л","Красное,  Сухое",Негроамаро,"Италия,  Апулия,  Пулья",
Вино Шато Тамань Молодое 0.75 л,"Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
"Вино Bruni Nero d'Avola, Sicilia DOC 0.75 л","Красное,  Сухое",Неро д'Авола,"Италия,  Сицилия",
"Вино Фанагория, Номерной резерв Саперави 0.75 л","Красное,  Сухое",Саперави,"Россия,  Краснодарский край",
"Вино Marchese Montefusco Merlot, Sicilia IGT 2017 0.75 л","Красное,  Сухое",Мерло,"Италия,  Сицилия",
"Вино Paul Mas Merlot, Pays d'Oc IGP 2017 0.75 л","Красное,  Сухое",Мерло,"Франция,  Лангедок-Руссийон",
"Вино Santa Camila, Sol de Andes Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Долина Мауле",
Вино Cuvee Chasseur Rouge 0.75 л,"Красное,  Сухое","Гренаш/Гарнача,  Кариньяно","Франция,  Лангедок-Руссийон,  Сен-Шиньян",
Вино Ducento Merlot delle Venezie IGT 0.75 л,"Красное,  Сухое",Мерло,"Италия,  Венето,  Венеция",
"Вино Campos Reales, Syrah 0.75 л","Красное,  Сухое",Сира,"Испания,  Кастилия Ла Манча",
"Вино Cape Spring Pinotage, Western Cape 0.75 л","Красное,  Сухое",Пинотаж,"ЮАР,  Западный Кейп",
"Вино Trivento, Reserve Cabernet Malbec 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мальбек","Аргентина,  Мендоса,  Майпу",
"Вино Vina Albali Tempranillo, Valdepenas DO 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Вальдепеньяс",
"Вино Agusti Torello Mata, Alma del Toro Tempranillo 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Каталония,  Пенедес",
"Вино Pampas del Sur, Vineyard's Expressions Syrah 0.75 л","Красное,  Сухое",Сира,"Аргентина,  Мендоса",
"Вино Tenuta Valleselle, Ripa Magna, Corvina della Provincia di Verona IGP 0.75 л","Красное,  Сухое",Корвина,"Италия,  Венето,  Верона",
"Вино Mastio della Loggia, Sangiovese Rubicone IGT 0.75 л","Красное,  Сухое",Санджовезе,"Италия,  Эмилия-Романья,  Рубиконе",
Вино Santa Lusita Cabernet Sauvignon 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Аргентина,  Мендоса",
"Вино Navarro Correas, Coleccion Privada Syrah 2018 0.75 л","Красное,  Сухое",Сира,"Аргентина,  Мендоса",
"Вино KWV, Classic Collection Shiraz 0.75 л","Красное,  Сухое",Шираз,"ЮАР,  Западный Кейп",
"Вино Casa Girelli, Lamura Organic Rosso, Terre Siciliane IGT 0.75 л","Красное,  Сухое",Красные сорта винограда,"Италия,  Сицилия",
"Вино Finca La Estacada, The Followers Cabernet Sauvignon 0.75 л","Красное,  Сухое",Каберне Совиньон,"Испания,  Кастилия Ла Манча",
"Вино Pampas del Sur, Select Shiraz-Malbec 0.75 л","Красное,  Сухое","Мальбек,  Шираз","Аргентина,  Мендоса,  Долина Тупунгато",
"Вино Botter, Bardolino DOC 0.75 л","Красное,  Сухое","Корвина,  Молинара,  Рондинелла","Италия,  Венето,  Бардолино",
"Вино Pago de Cirsus, Oak Aged 0.75 л","Красное,  Сухое","Сира,  Темпранильо,  Мерло","Испания,  Наварра",
"Вино Bertani, Tenuta Novare Valpolicella Ripasso DOC 2016 0.75 л","Красное,  Сухое","Корвина,  Рондинелла","Италия,  Венето,  Вальполичелла",
"Вино Tarapaca, Merlot 0.75 л","Красное,  Сухое",Мерло,"Чили,  Центральная Долина,  Долина Маипо",
"Вино MontGras, Estate Cabernet Sauvignon 2016 0.75 л","Красное,  Сухое",Каберне Совиньон,"Чили,  Центральная Долина,  Кольчагуа",
"Вино Cranswick, Lakefield Shiraz,  2018 0.75 л","Красное,  Сухое",Шираз,"Австралия,  Южная Австралия,  Долина Баросса",
"Вино Berton Vineyards, Foundstone Shiraz 2019 0.75 л","Красное,  Сухое","Мерло,  Шираз,  Пти Вердо","Австралия,  Южная Австралия",
Вино SilverGum Shiraz 2018 0.75 л,"Красное,  Сухое",Шираз,"Австралия,  Виктория",
"Вино The Lindsay Collection, Trucking Shiraz 0.75 л","Красное,  Сухое",Шираз,"Австралия,  Южная Австралия,  Риверленд",
"Вино Cranswick, Lakefield Cabernet Merlot 2016 0.75 л","Красное,  Сухое","Каберне Совиньон,  Мерло","Австралия,  Южная Австралия",
Вино Jumango Cabernet Sauvignon 2017 0.75 л,"Красное,  Сухое",Каберне Совиньон,"Австралия,  Виктория",
"Вино Berton Vineyard, Outback Jack Shiraz Merlot 0.75 л","Красное,  Сухое","Мерло,  Шираз","Австралия,  Южная Австралия,  Долина Иден",
Вино Carson's Cabernet Sauvignon-Shiraz 0.75 л,"Красное,  Сухое","Каберне Совиньон,  Шираз","Австралия,  Южная Австралия",
"Вино Dominic Wines, Interlude Pinot Noir 0.75 л","Красное,  Сухое",Пино Нуар,"Австралия,  Юго-Восточная Австралия",
Вино Badgers Creek Shiraz-Cabernet Sauvignon 0.75 л,"Красное,  Сухое","Каберне Совиньон,  Шираз","Австралия,  Юго-Восточная Австралия",
"Вино Hardys, Crest Cabernet-Shiraz-Merlot 2017 0.75 л","Красное,  Сухое","Каберне Совиньон,  Шираз,  Мерло","Австралия,  Юго-Восточная Австралия",
"Вино Chateau Roc de Cazade, Bordeaux AOC 0.375 л","Красное,  Сухое","Каберне Совиньон,  Мальбек,  Каберне Фран,  Мерло","Франция,  Бордо",
"Вино Johann Mullner, Blauer Zweigelt 0.75 л","Красное,  Сухое",Цвайгельт,"Австрия,  Нижняя Австрия,  Кремшталь",
"Вино Chateau Lestillon, Bordeaux AOC 0.75 л","Красное,  Сухое","Каберне Совиньон,  Каберне Фран,  Мерло","Франция,  Бордо,  Антр-Де-Мер",
"Вино Uniao Tinto, Dao DOC 0.75 л","Красное,  Сухое",Красные сорта винограда,"Португалия,  Дао",
"Вино Ca' Montebello, Pinot Nero, Provincia di Pavia IGT 0.75 л","Красное,  Сухое",Пино Неро,"Италия,  Ломбардия,  Провинция ди Павия",
"Вино Pagos del Rey, Altos de Tamaron Roble, Ribera del Duero DO 2017 0.75 л","Красное,  Сухое",Темпранильо,"Испания,  Рибера-дель-Дуэро",
"Вино Caves da Montanha, Convento de Mortagua Tinto, Dao DOC 0.75 л","Красное,  Сухое","Турига Насьональ,  Альфрокейро,  Жаен","Португалия,  Дао",
"Вино Ca' Montebello, Buttafuoco, Oltrepo Pavese DOC 2013 0.75 л","Красное,  Сухое","Барбера,  Кроатина","Италия,  Ломбардия,  Провинция ди Павия",
"Вино Botter, La Casada Merlot, Veneto IGT 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
"Вино Adro da Se Reserva, Dao DOC 0.75 л","Красное,  Сухое","Турига Насьональ,  Альфрокейро,  Жаен,  Тинта Рориз","Португалия,  Дао",
"Вино Natale Verga, Il Gaggio Merlot, Veneto IGT 2018 0.75 л","Красное,  Сухое",Мерло,"Италия,  Венето",
